Local TimeFreq mean	I 4 mean	I a mean	I avg mean	I b mean	I c mean	kVA tot mean	kVAR tot mean	kW tot mean	PF lag mean	PF lead mean	V unbal mean	Vll ab mean	Vll avg mean	Vll bc mean	Vll ca mean
18-05-2024 02:30:0060.01	0.00	93.22	89.23	87.50	86.97	5355.54	1314.40	5191.74	96.94		0.27	34942.32	34870.29	34856.72	34811.81
18-05-2024 02:45:0060.00	0.00	92.61	88.89	87.31	86.76	5339.00	1314.47	5174.65	96.92		0.27	34964.02	34893.57	34881.28	34835.33
18-05-2024 03:00:0059.98	0.00	91.87	88.30	86.63	86.39	5306.60	1307.79	5142.89	96.92		0.26	34993.35	34923.23	34906.86	34869.50
18-05-2024 03:15:0060.01	0.00	91.62	88.07	86.42	86.16	5295.04	1291.74	5135.05	96.98		0.27	35004.44	34933.90	34917.65	34879.69
18-05-2024 03:30:0060.00	0.00	91.92	88.38	86.53	86.69	5314.84	1296.25	5154.33	96.98		0.25	35013.07	34947.07	34929.75	34898.38
18-05-2024 03:45:0060.01	0.00	92.78	89.30	87.23	87.90	5365.35	1287.86	5208.50	97.08		0.25	34968.69	34901.10	34883.89	34850.76
18-05-2024 04:00:0060.00	0.00	93.39	89.81	87.32	88.72	5393.02	1274.51	5240.24	97.17		0.28	34955.48	34879.32	34856.54	34825.84
18-05-2024 04:15:0060.00	0.00	94.85	90.91	88.69	89.18	5462.37	1284.95	5309.07	97.19		0.27	34976.99	34900.96	34881.91	34843.97
18-05-2024 04:30:0059.99	0.00	95.83	92.17	90.22	90.46	5530.93	1285.02	5379.56	97.26		0.30	34923.76	34844.63	34822.34	34787.70
18-05-2024 04:45:0060.01	0.00	96.27	93.44	92.55	91.50	5599.66	1263.07	5455.35	97.42		0.26	34857.50	34794.23	34776.84	34748.29
18-05-2024 05:00:0060.00	0.00	99.51	95.63	93.29	94.09	5726.93	1267.35	5584.92	97.52		0.30	34845.41	34764.66	34743.01	34705.50
18-05-2024 05:15:0060.00	0.00	103.29	99.52	97.45	97.82	5949.29	1257.61	5814.78	97.74		0.26	34775.76	34702.68	34686.84	34645.43
18-05-2024 05:30:0060.01	0.00	108.56	105.40	104.22	103.43	6285.05	1256.59	6158.10	97.98		0.23	34656.91	34596.43	34591.25	34541.20
18-05-2024 05:45:0060.00	0.00	107.39	103.78	102.48	101.46	6193.83	1191.78	6078.07	98.13		0.18	34684.34	34636.28	34633.83	34590.57
18-05-2024 06:00:0060.00	0.00	109.18	105.67	104.14	103.68	6313.93	1224.45	6194.02	98.10		0.14	34712.07	34676.57	34673.83	34643.91
18-05-2024 06:15:0060.00	0.00	112.87	108.88	107.10	106.68	6486.06	1291.94	6356.07	98.00		0.17	34602.89	34554.28	34553.56	34506.36
18-05-2024 06:30:0060.01	0.00	114.01	113.02	112.61	112.43	6705.50	1325.80	6573.08	98.02		0.20	34448.77	34408.17	34386.45	34389.27
18-05-2024 06:45:0060.00	0.00	121.05	119.56	120.70	116.93	7083.16	1412.71	6940.71	97.99		0.15	34377.15	34351.36	34351.12	34325.78
18-05-2024 07:00:0060.00	0.00	126.97	124.46	125.06	121.35	7398.31	1554.32	7233.18	97.77		0.18	34504.82	34464.21	34464.50	34423.32
18-05-2024 07:15:0060.01	0.00	129.79	125.93	122.69	125.32	7546.30	128.24	7499.90		99.56	0.24	34832.28	34761.02	34741.97	34708.77
18-05-2024 07:30:0060.03	0.00	137.12	132.93	128.32	133.35	8009.57	-1162.17	7903.47		98.70	0.23	35051.99	34974.20	34949.79	34920.83
18-05-2024 07:45:0060.00	0.00	143.44	138.88	135.60	137.60	8389.91	-1848.47	8183.42		97.54	0.21	35158.34	35087.88	35079.57	35025.76
18-05-2024 08:00:0059.99	0.00	147.59	144.41	141.74	143.92	8694.06	-1728.88	8520.30		98.00	0.18	35010.25	34953.32	34952.66	34897.05
18-05-2024 08:15:0059.97	0.00	149.63	148.19	146.55	148.39	8897.68	-1638.15	8745.51		98.29	0.20	34905.83	34854.94	34859.40	34799.62
18-05-2024 08:30:0060.00	0.00	155.42	153.08	149.77	154.04	9145.05	-1572.92	9008.64		98.51	0.23	34745.09	34674.23	34669.88	34607.83
18-05-2024 08:45:0060.00	0.00	154.38	154.41	153.44	155.41	9269.51	-1445.82	9155.92		98.77	0.21	34904.35	34854.51	34858.18	34800.96
18-05-2024 09:00:0060.00	0.00	159.53	158.94	156.53	160.75	9534.87	-1393.11	9432.49		98.93	0.22	34879.08	34819.96	34819.85	34760.96
18-05-2024 09:15:0059.97	0.00	161.78	160.43	156.31	163.18	9621.97	-1312.10	9532.00		99.06	0.22	34884.96	34814.90	34808.83	34750.88
18-05-2024 09:30:0059.99	0.00	162.13	161.28	157.15	164.57	9649.67	-1303.78	9561.17		99.08	0.24	34799.75	34728.52	34715.26	34670.48
18-05-2024 09:45:0060.00	0.00	164.46	164.71	160.19	169.49	9818.04	-1267.13	9735.83		99.16	0.21	34654.97	34591.90	34577.16	34543.63
18-05-2024 10:00:0060.00	0.00	168.06	169.75	167.27	173.92	10104.51	-1193.51	10033.73		99.30	0.19	34581.32	34534.96	34530.71	34492.84
18-05-2024 10:15:0060.01	0.00	169.02	171.41	167.52	177.70	10210.29	-1142.74	10146.08		99.37	0.25	34616.31	34554.92	34532.54	34515.91
18-05-2024 10:30:0059.99	0.00	170.75	173.04	169.32	179.03	10301.38	-1094.96	10243.00		99.43	0.22	34595.77	34538.11	34518.03	34500.52
18-05-2024 10:45:0060.00	0.00	173.55	175.05	170.77	180.84	10410.09	-1071.73	10354.74		99.47	0.25	34565.93	34495.61	34473.94	34446.99
18-05-2024 11:00:0060.01	0.00	178.12	177.61	171.45	183.24	10540.64	-1009.92	10492.12		99.54	0.28	34511.53	34418.97	34396.41	34348.98
18-05-2024 11:15:0060.00	0.00	178.25	177.61	172.51	182.06	10542.98	-991.54	10496.22		99.56	0.24	34511.67	34428.51	34423.86	34349.98
18-05-2024 11:30:0060.00	0.00	178.36	178.45	173.94	183.06	10582.11	-1005.49	10534.21		99.55	0.20	34456.54	34390.77	34393.69	34322.01
18-05-2024 11:45:0060.01	0.00	179.29	178.33	171.97	183.71	10574.72	-988.36	10528.40		99.56	0.24	34480.08	34388.83	34366.45	34319.93
18-05-2024 12:00:0060.02	0.00	180.13	177.97	171.99	181.80	10579.86	-1002.00	10532.26		99.55	0.25	34570.35	34473.28	34472.99	34376.50
18-05-2024 12:15:0060.00	0.00	181.11	179.02	173.82	182.15	10666.04	-986.37	10620.29		99.57	0.21	34633.41	34551.69	34555.59	34466.02
18-05-2024 12:30:0060.00	0.00	181.76	178.89	172.85	182.05	10676.36	-1016.82	10627.78		99.54	0.22	34697.34	34609.54	34606.61	34524.67
18-05-2024 12:45:0060.00	0.00	178.75	177.23	171.45	181.49	10592.39	-1016.84	10543.45		99.54	0.21	34738.66	34661.17	34649.68	34595.14
18-05-2024 13:00:0060.00	0.00	175.28	175.43	171.53	179.47	10531.41	-1041.85	10479.72		99.51	0.21	34884.85	34818.68	34809.26	34761.96
18-05-2024 13:15:0060.00	0.00	171.97	172.49	169.68	175.81	10384.36	-1090.49	10326.90		99.45	0.25	34996.60	34925.15	34904.00	34874.83
18-05-2024 13:30:0060.00	0.00	169.36	169.98	166.50	174.10	10257.57	-1146.82	10193.22		99.37	0.26	35080.25	35007.71	34975.73	34967.12
18-05-2024 13:45:0060.01	0.00	167.05	166.69	163.14	169.89	10055.11	-1241.87	9978.02		99.23	0.21	35069.21	35004.45	34988.88	34955.28
18-05-2024 14:00:0060.00	0.00	165.34	163.88	160.26	166.04	9902.24	-1293.07	9817.43		99.14	0.23	35139.79	35070.96	35068.38	35004.75
18-05-2024 14:15:0060.01	0.00	164.84	162.92	157.49	166.42	9850.60	-1348.59	9757.78		99.06	0.28	35183.27	35096.21	35078.42	35026.95
18-05-2024 14:30:0060.00	0.00	165.72	162.46	157.17	164.49	9827.64	-1373.46	9731.15		99.02	0.25	35202.88	35123.00	35129.18	35036.89
18-05-2024 14:45:0060.01	0.00	162.77	161.62	157.30	164.79	9798.43	-1461.82	9688.49		98.88	0.24	35285.34	35215.77	35215.48	35146.45
18-05-2024 15:00:0059.99	0.00	159.72	158.39	153.63	161.82	9636.35	-1585.13	9505.04		98.64	0.24	35440.24	35370.34	35367.77	35302.99
18-05-2024 15:15:0060.02	0.00	160.33	158.27	153.05	161.42	9633.09	-1705.55	9480.78		98.42	0.23	35487.80	35408.91	35409.80	35329.14
18-05-2024 15:30:0059.99	0.00	162.76	159.87	155.01	161.83	9719.27	-1756.49	9559.20		98.35	0.26	35457.62	35370.40	35376.97	35276.54
18-05-2024 15:45:0060.00	0.00	162.33	160.16	156.26	161.90	9748.48	-1808.71	9579.21		98.26	0.28	35501.05	35417.96	35421.23	35331.59
18-05-2024 16:00:0060.00	0.00	163.40	161.24	157.35	162.98	9817.99	-1781.79	9654.93		98.34	0.28	35522.96	35434.77	35432.16	35349.11
18-05-2024 16:15:0060.00	0.00	163.67	162.17	158.44	164.39	9886.40	-1812.06	9718.91		98.31	0.32	35581.38	35487.38	35479.44	35401.31
18-05-2024 16:30:0059.99	0.00	165.01	164.31	159.92	168.01	9937.81	-1881.33	9758.05		98.19	0.34	35289.01	35193.20	35169.34	35121.25
18-05-2024 16:45:0060.00	0.00	165.18	164.87	161.42	168.02	9975.87	-1903.79	9792.48		98.16	0.37	35308.27	35210.16	35176.45	35145.74
18-05-2024 17:00:0060.01	0.00	166.44	165.63	162.79	167.65	10057.24	-1907.55	9874.64		98.18	0.35	35439.18	35345.66	35309.74	35288.12
18-05-2024 17:15:0060.00	0.00	165.87	164.51	160.13	167.52	10000.57	-1935.57	9811.46		98.11	0.40	35506.86	35391.96	35346.86	35322.18
18-05-2024 17:30:0060.00	0.00	166.31	164.62	161.43	166.11	10008.46	-1999.33	9806.70		97.98	0.39	35509.65	35403.41	35364.43	35336.12
18-05-2024 17:45:0060.01	0.00	166.16	164.76	161.55	166.57	10027.47	-2048.30	9815.99		97.89	0.38	35553.04	35450.79	35410.85	35388.47
18-05-2024 18:00:0060.01	0.00	165.24	165.49	163.25	167.99	10075.57	-2051.02	9864.58		97.91	0.38	35570.44	35471.31	35428.09	35415.40
18-05-2024 18:15:0060.00	0.00	169.02	167.42	163.70	169.53	10202.27	-2090.51	9985.74		97.88	0.41	35627.53	35515.35	35471.79	35446.73
18-05-2024 18:30:0060.00	0.00	180.13	176.26	171.66	176.99	10679.79	-2019.56	10486.76		98.19	0.50	35462.48	35315.83	35270.49	35214.58
18-05-2024 18:45:0060.00	0.00	192.45	187.28	181.17	188.22	11258.78	-1937.31	11090.84		98.51	0.57	35212.55	35038.44	34991.70	34911.05
18-05-2024 19:00:0060.00	0.00	199.61	193.18	187.03	192.91	11570.68	-1965.48	11402.50		98.55	0.60	35112.23	34925.80	34889.00	34776.20
18-05-2024 19:15:0060.00	0.00	200.74	194.76	188.56	194.97	11691.56	-2006.86	11517.96		98.51	0.63	35204.53	35016.42	34982.09	34862.66
18-05-2024 19:30:0060.00	0.00	200.54	194.64	188.95	194.43	11665.54	-2003.85	11492.13		98.51	0.61	35145.33	34964.85	34936.39	34812.91
18-05-2024 19:45:0060.00	0.00	197.27	191.85	187.00	191.28	11503.50	-2050.74	11319.20		98.40	0.58	35169.96	35002.80	34977.44	34861.04
18-05-2024 20:00:0060.00	0.00	195.31	189.39	184.27	188.60	11374.06	-2073.28	11183.48		98.32	0.60	35247.59	35071.89	35044.97	34923.06
18-05-2024 20:15:0060.00	0.00	191.27	184.28	179.04	182.53	11108.27	-2103.71	10907.23		98.19	0.58	35399.97	35222.87	35203.21	35065.36
18-05-2024 20:30:0060.00	0.00	188.69	181.27	176.05	179.07	10969.72	-2136.64	10759.59		98.08	0.52	35536.33	35368.39	35358.22	35210.62
18-05-2024 20:45:0060.00	0.00	183.36	176.16	170.94	174.18	10660.99	-2182.06	10435.20		97.88	0.51	35546.91	35384.04	35372.82	35232.41
18-05-2024 21:00:0060.01	0.00	177.24	170.17	164.85	168.43	10283.49	-2240.12	10036.47		97.60	0.50	35518.66	35352.72	35339.98	35199.50
18-05-2024 21:15:0060.01	0.00	169.47	163.44	158.60	162.24	9907.59	-2295.29	9637.90		97.28	0.50	35643.02	35481.82	35465.03	35337.37
18-05-2024 21:30:0060.01	0.00	164.76	157.99	153.37	155.83	9622.03	-2340.62	9332.94		97.00	0.45	35800.11	35649.20	35642.14	35505.35
18-05-2024 21:45:0060.00	0.00	157.73	151.40	146.91	149.57	9249.07	-2381.36	8937.15		96.63	0.41	35910.89	35771.96	35773.04	35632.03
18-05-2024 22:00:0060.02	0.00	150.00	144.82	140.81	143.66	8884.13	-2398.17	8554.15		96.28	0.40	36059.71	35930.71	35925.65	35806.68
18-05-2024 22:15:0060.01	0.00	141.00	135.40	133.30	131.91	8158.22	292.27	8035.30	98.99		0.40	35270.49	35152.57	35156.10	35031.11
18-05-2024 22:30:0060.00	0.00	133.33	129.35	127.79	126.93	7744.82	1305.42	7633.97	98.57		0.46	34993.56	34875.72	34863.37	34770.22
18-05-2024 22:45:0060.01	0.00	127.47	122.82	121.36	119.64	7368.98	1306.18	7252.28	98.42		0.39	35057.14	34946.61	34937.35	34845.35
18-05-2024 23:00:0060.00	0.00	121.21	116.64	115.24	113.45	6974.56	1249.26	6861.73	98.38		0.34	34904.69	34807.75	34804.99	34713.62
18-05-2024 23:15:0060.00	0.00	116.77	112.09	108.81	110.68	6707.50	1265.53	6586.99	98.20		0.37	34927.73	34820.02	34803.48	34728.82
18-05-2024 23:30:0060.00	0.00	111.57	106.96	104.60	104.71	6415.51	1264.72	6289.58	98.04		0.34	34994.83	34898.72	34884.45	34816.86
18-05-2024 23:45:0060.00	0.00	107.75	103.10	100.99	100.56	6194.26	1255.64	6065.63	97.92		0.32	35040.16	34952.17	34942.17	34874.22
19-05-2024 00:00:0060.00	0.00	105.23	100.63	98.42	98.24	6036.71	1244.89	5906.93	97.85		0.31	34976.27	34890.35	34874.80	34819.96
19-05-2024 00:15:0060.00	0.00	102.25	97.60	95.21	95.34	5866.76	1259.76	5729.87	97.67		0.30	35043.74	34962.17	34945.36	34897.43
19-05-2024 00:30:0059.99	0.00	101.31	95.79	92.67	93.38	5768.50	1284.67	5623.62	97.49		0.27	35101.62	35021.45	35008.66	34954.08
19-05-2024 00:45:0060.00	0.00	98.95	93.78	90.79	91.60	5654.21	1287.61	5505.62	97.37		0.28	35143.06	35063.01	35048.59	34997.33
19-05-2024 01:00:0060.01	0.00	96.47	91.54	88.82	89.32	5519.73	1273.89	5370.69	97.30		0.28	35145.23	35067.12	35048.33	35007.77
19-05-2024 01:15:0060.01	0.00	95.24	90.96	89.14	88.48	5489.61	1311.08	5330.73	97.11		0.26	35161.71	35093.86	35079.52	35040.31
19-05-2024 01:30:0060.00	0.00	93.18	89.03	87.19	86.73	5377.55	1285.81	5221.55	97.10		0.25	35194.02	35128.30	35113.87	35077.06
19-05-2024 01:45:0060.02	0.00	91.95	87.13	84.77	84.68	5267.43	1276.09	5110.50	97.02		0.25	35244.46	35176.95	35160.91	35125.37
19-05-2024 02:00:0060.00	0.00	91.73	86.47	84.01	83.67	5228.51	1273.83	5070.95	96.99		0.24	35250.68	35183.48	35172.76	35126.95
19-05-2024 02:15:0060.01	0.00	90.94	86.44	84.22	84.14	5232.22	1294.61	5069.52	96.89		0.23	35274.49	35211.68	35198.68	35161.88
19-05-2024 02:30:0060.00	0.00	89.75	85.42	83.47	83.06	5173.62	1273.29	5014.47	96.92		0.24	35292.47	35230.01	35215.09	35182.43
19-05-2024 02:45:0060.00	0.00	88.59	84.26	82.30	81.89	5107.58	1263.12	4948.92	96.89		0.24	35332.83	35269.86	35257.30	35219.41
19-05-2024 03:00:0060.00	0.00	88.63	84.15	81.84	82.00	5103.11	1276.80	4940.78	96.82		0.25	35344.58	35277.86	35262.26	35226.67
19-05-2024 03:15:0060.00	0.00	87.64	83.51	81.40	81.48	5061.79	1250.19	4904.96	96.90		0.25	35331.70	35268.27	35251.95	35221.18
19-05-2024 03:30:0060.01	0.00	87.74	83.68	81.67	81.64	5071.40	1239.04	4917.70	96.97		0.23	35315.71	35257.94	35242.98	35215.04
19-05-2024 03:45:0059.99	0.00	88.75	84.81	81.82	83.85	5143.84	1270.68	4984.40	96.90		0.22	35339.33	35280.51	35260.57	35241.67
19-05-2024 04:00:0060.00	0.00	88.25	84.25	81.48	83.01	5106.49	1244.58	4952.48	96.98		0.23	35314.31	35255.45	35238.06	35213.98
19-05-2024 04:15:0060.00	0.00	88.93	85.05	82.49	83.74	5146.59	1229.20	4997.63	97.11		0.23	35248.10	35189.99	35177.08	35144.78
19-05-2024 04:30:0060.01	0.00	91.16	86.47	83.60	84.63	5226.03	1211.56	5083.61	97.27		0.21	35204.69	35147.65	35141.98	35096.27
19-05-2024 04:45:0060.00	0.00	93.15	88.38	84.61	87.39	5340.37	1237.31	5195.05	97.28		0.23	35197.22	35133.00	35119.65	35082.12
19-05-2024 05:00:0060.01	0.00	95.82	90.65	86.90	89.24	5479.58	1244.39	5336.38	97.39		0.22	35196.92	35132.34	35120.53	35079.56
19-05-2024 05:15:0060.00	0.00	98.18	93.55	90.31	92.17	5644.07	1226.75	5509.06	97.61		0.23	35131.74	35066.60	35050.19	35017.80
19-05-2024 05:30:0060.01	0.00	100.83	97.41	94.93	96.46	5868.31	1221.23	5739.79	97.81		0.21	35057.05	35003.38	34992.08	34960.99
19-05-2024 05:45:0060.01	0.00	99.46	95.51	93.35	93.72	5758.58	1133.47	5645.85	98.04		0.21	35090.17	35036.25	35026.41	34992.14
19-05-2024 06:00:0060.01	0.00	97.42	94.39	93.01	92.74	5703.13	1102.19	5595.58	98.11		0.18	35161.30	35119.77	35110.01	35088.00
19-05-2024 06:15:0060.00	0.00	99.21	96.72	96.61	94.35	5838.66	1145.74	5725.11	98.06		0.15	35091.34	35066.66	35073.24	35035.39
19-05-2024 06:30:0060.00	0.00	103.12	101.08	100.19	99.93	6083.16	1171.22	5969.31	98.13		0.13	34953.74	34936.08	34930.48	34924.00
19-05-2024 06:45:0060.01	0.00	110.12	106.94	105.32	105.39	6427.79	1253.46	6304.37	98.08		0.12	34891.05	34872.41	34869.09	34857.05
19-05-2024 07:00:0060.00	0.00	115.35	112.74	111.71	111.17	6752.92	1318.74	6622.88	98.07		0.09	34748.69	34739.08	34739.96	34728.55
19-05-2024 07:15:0060.01	0.00	117.22	115.24	115.13	113.39	6966.66	-152.15	6913.73		98.93	0.09	35096.89	35093.88	35102.69	35081.98
19-05-2024 07:30:0060.04	0.00	123.35	121.44	121.06	119.93	7400.73	-1491.06	7227.53		97.71	0.08	35411.58	35413.74	35423.29	35406.27
19-05-2024 07:45:0060.00	0.00	129.62	127.37	126.50	126.00	7772.42	-2180.21	7460.33		95.98	0.09	35499.86	35493.10	35499.61	35479.81
19-05-2024 08:00:0060.00	0.00	133.99	131.84	131.67	129.86	8037.74	-2088.02	7761.55		96.56	0.09	35453.27	35454.25	35477.83	35431.71
19-05-2024 08:15:0060.00	0.00	137.55	136.06	135.48	135.15	8263.82	-1979.25	8023.05		97.08	0.26	35410.91	35356.33	35393.22	35264.81
19-05-2024 08:30:0060.00	0.00	142.67	140.67	138.31	141.02	8507.45	-1954.70	8279.81		97.32	0.37	35303.32	35197.02	35208.93	35078.79
19-05-2024 08:45:0060.00	0.00	145.80	144.34	141.50	145.74	8711.39	-1907.36	8499.82		97.57	0.36	35209.51	35113.28	35108.51	35021.79
19-05-2024 09:00:0060.00	0.00	146.15	146.09	145.58	146.53	8791.73	-1837.45	8597.45		97.79	0.31	35088.82	35018.33	35039.45	34926.66
19-05-2024 09:15:0059.99	0.00	148.41	148.16	146.51	149.57	8782.78	-1815.63	8592.96		97.84	0.51	34644.45	34512.59	34542.48	34350.82
19-05-2024 09:30:0060.00	0.00	154.23	153.46	151.48	154.67	8894.78	-1794.62	8711.80		97.94	0.74	33915.65	33730.19	33790.17	33484.77
19-05-2024 09:45:0060.00	0.00	155.88	154.69	150.84	157.36	8941.22	-1753.33	8767.61		98.06	0.75	33820.69	33632.76	33682.48	33395.08
19-05-2024 10:00:0060.00	0.00	157.31	156.15	152.86	158.29	8982.51	-1691.86	8821.65		98.21	0.69	33673.68	33469.30	33487.46	33246.71
19-05-2024 10:15:0060.00	0.00	159.91	158.70	154.89	161.30	9147.34	-1631.66	9000.62		98.40	0.68	33729.18	33526.64	33540.88	33309.75
19-05-2024 10:30:0060.00	0.00	160.03	159.48	157.09	161.33	9249.11	-1606.42	9108.51		98.48	0.61	33895.34	33721.04	33739.14	33528.57
19-05-2024 10:45:0060.00	0.00	159.50	160.50	158.65	163.36	9320.77	-1569.94	9187.59		98.57	0.53	33902.22	33764.28	33793.80	33596.88
19-05-2024 11:00:0059.99	0.00	161.75	161.87	161.21	162.66	9378.80	-1527.68	9253.52		98.66	0.57	33830.89	33685.41	33736.74	33488.64
19-05-2024 11:15:0060.01	0.00	164.54	164.82	163.05	166.87	9517.49	-1501.13	9398.31		98.75	0.57	33715.65	33557.90	33585.54	33372.52
19-05-2024 11:30:0059.99	0.00	165.62	166.24	166.29	166.81	9439.87	-1477.35	9323.40		98.77	0.70	33187.77	33000.37	33047.23	32766.12
19-05-2024 11:45:0060.00	0.00	165.87	166.41	165.64	167.71	9368.05	-1472.84	9251.51		98.76	0.73	32898.96	32704.13	32735.49	32477.89
19-05-2024 12:00:0060.01	0.00	163.05	163.93	162.44	166.32	9637.84	-1413.80	9533.53		98.92	0.42	34264.23	34150.52	34137.30	34050.03
19-05-2024 12:15:0059.99	0.00	160.92	160.54	159.71	160.98	9758.02	-1326.28	9667.39		99.07	0.28	35393.84	35323.61	35335.19	35241.80
19-05-2024 12:30:0060.00	0.00	161.21	160.23	159.16	160.33	9839.67	-1312.33	9751.75		99.11	0.25	35757.73	35693.37	35713.30	35609.10
19-05-2024 12:45:0060.00	0.00	162.40	161.13	158.35	162.63	9839.99	-1376.06	9743.22		99.02	0.29	35578.72	35492.05	35493.98	35403.51
19-05-2024 13:00:0060.01	0.00	160.27	159.13	157.80	159.31	9744.61	-1383.20	9645.90		98.99	0.31	35687.16	35602.45	35611.46	35508.68
19-05-2024 13:15:0060.00	0.00	157.76	157.08	156.06	157.42	9600.00	-1424.38	9493.72		98.89	0.33	35618.52	35535.73	35539.14	35449.61
19-05-2024 13:30:0059.99	0.00	158.32	156.49	154.69	156.45	9569.26	-1463.90	9456.58		98.82	0.32	35643.73	35556.68	35559.88	35466.38
19-05-2024 13:45:0060.00	0.00	154.42	153.91	152.87	154.44	9438.24	-1470.89	9322.90		98.78	0.28	35728.59	35662.87	35665.02	35594.94
19-05-2024 14:00:0060.00	0.00	150.55	150.60	149.76	151.49	9341.00	-1391.35	9236.59		98.88	0.22	36103.43	36066.49	36084.23	36011.82
19-05-2024 14:15:0060.00	0.00	151.14	150.87	149.34	152.14	9302.15	-1518.05	9177.39		98.66	0.29	35910.46	35847.96	35842.45	35790.98
19-05-2024 14:30:0060.01	0.00	151.89	152.35	151.84	153.32	9376.13	-1526.06	9251.09		98.67	0.27	35838.71	35784.14	35788.98	35724.74
19-05-2024 14:45:0059.99	0.00	150.59	150.30	149.09	151.22	9254.56	-1563.36	9121.48		98.56	0.26	35872.40	35814.28	35821.35	35749.04
19-05-2024 15:00:0060.00	0.00	152.24	151.40	149.91	152.05	9285.42	-1621.25	9142.75		98.46	0.30	35749.51	35676.00	35691.27	35587.20
19-05-2024 15:15:0060.01	0.00	152.76	151.30	148.42	152.72	9274.64	-1616.69	9132.62		98.47	0.31	35738.45	35656.80	35673.59	35558.39
19-05-2024 15:30:0060.01	0.00	153.21	151.95	149.46	153.17	9299.21	-1610.52	9158.66		98.49	0.31	35677.71	35597.80	35607.74	35508.10
19-05-2024 15:45:0060.00	0.00	155.69	154.81	153.27	155.46	9445.21	-1646.12	9300.65		98.47	0.36	35571.13	35481.30	35497.01	35375.69
19-05-2024 16:00:0060.01	0.00	155.34	154.66	153.08	155.56	9432.31	-1655.92	9285.78		98.45	0.33	35554.23	35477.15	35496.53	35380.65
19-05-2024 16:15:0060.01	0.00	150.94	151.57	150.90	152.88	9309.53	-1720.21	9149.13		98.28	0.21	35741.29	35714.28	35717.41	35684.17
19-05-2024 16:30:0060.00	0.00	146.95	147.45	145.43	149.98	9088.44	-1754.73	8917.34		98.12	0.19	35852.81	35830.61	35805.25	35833.78
19-05-2024 16:45:0059.99	0.00	146.47	147.07	144.81	149.94	9068.97	-1798.77	8888.77		98.01	0.16	35867.75	35851.86	35827.71	35860.17
19-05-2024 17:00:0060.01	0.00	148.30	148.50	144.80	152.41	9123.51	-1846.97	8934.57		97.93	0.21	35753.55	35716.19	35674.85	35720.16
19-05-2024 17:15:0060.01	0.00	149.31	149.55	146.34	152.99	9182.32	-1845.55	8994.91		97.96	0.16	35736.13	35709.68	35687.02	35705.95
19-05-2024 17:30:0060.01	0.00	148.74	149.26	146.81	152.24	9171.44	-1890.92	8974.37		97.85	0.18	35769.20	35755.54	35733.72	35763.59
19-05-2024 17:45:0060.00	0.00	149.64	149.72	147.78	151.73	9193.66	-1947.00	8985.12		97.73	0.19	35759.01	35748.47	35732.66	35753.73
19-05-2024 18:00:0060.00	0.00	150.31	151.30	148.61	154.97	9284.25	-1973.59	9071.96		97.71	0.22	35770.31	35730.75	35705.71	35716.26
19-05-2024 18:15:0060.00	0.00	152.37	152.86	149.66	156.56	9361.31	-2034.58	9137.52		97.61	0.26	35734.79	35679.65	35646.30	35657.89
19-05-2024 18:30:0060.00	0.00	160.51	160.37	156.99	163.60	9789.75	-2016.30	9579.20		97.84	0.25	35628.14	35572.48	35554.66	35534.62
19-05-2024 18:45:0060.00	0.00	176.78	174.25	169.54	176.43	10524.62	-1915.46	10348.80		98.33	0.52	35315.97	35199.79	35168.41	35114.94
19-05-2024 19:00:0060.00	0.00	188.50	184.00	179.87	183.62	11089.48	-1962.42	10914.42		98.42	0.57	35275.94	35138.12	35119.06	35019.32
19-05-2024 19:15:0060.01	0.00	193.42	189.51	184.90	190.20	11419.87	-1964.57	11249.52		98.51	0.62	35287.41	35136.27	35101.37	35020.04
19-05-2024 19:30:0059.99	0.00	194.58	189.96	186.23	189.06	11479.40	-1964.11	11310.12		98.53	0.61	35402.80	35253.33	35217.86	35139.37
19-05-2024 19:45:0060.00	0.00	194.72	189.98	185.80	189.43	11483.46	-1975.15	11312.30		98.51	0.63	35425.11	35266.83	35228.61	35146.70
19-05-2024 20:00:0060.00	0.00	195.34	188.91	183.43	187.98	11436.49	-1991.91	11261.65		98.47	0.64	35495.61	35323.07	35288.72	35184.89
19-05-2024 20:15:0060.00	0.00	190.63	184.25	179.38	182.75	11175.28	-2022.71	10990.69		98.35	0.62	35580.16	35417.04	35387.54	35283.38
19-05-2024 20:30:0060.00	0.00	185.88	179.82	175.62	177.97	10925.96	-2041.86	10733.46		98.24	0.62	35660.33	35499.69	35467.99	35370.80
19-05-2024 20:45:0060.00	0.00	181.42	175.90	170.87	175.40	10715.72	-2075.20	10512.80		98.11	0.63	35770.07	35606.04	35564.29	35483.70
19-05-2024 21:00:0060.01	0.00	173.98	170.41	166.14	171.12	10417.95	-2129.16	10198.01		97.89	0.60	35901.57	35752.78	35701.03	35655.72
19-05-2024 21:15:0060.00	0.00	168.50	163.96	160.19	163.19	10034.37	-2154.35	9800.29		97.67	0.58	35948.81	35806.98	35775.11	35697.07
19-05-2024 21:30:0060.00	0.00	163.12	158.18	154.32	157.09	9696.13	-2172.20	9449.63		97.46	0.56	36007.88	35869.69	35843.21	35757.96
19-05-2024 21:45:0060.00	0.00	156.47	151.96	147.84	151.56	9322.16	-2192.25	9060.65		97.19	0.56	36032.41	35896.22	35865.80	35790.46
